username, created_at, lng, lat, text
avasofiamattox, Fri Apr 24 03:04:51 +0000 2020, -73.968542, 40.780709, @ToshaMonique85 @MaddieClaire23 @nbcsvu Literally as soon she walked in I turned to my dad and said “I hope they fi… https://t.co/6TyvxpMTHN 
TheGreat_Keeno, Fri Apr 24 03:04:51 +0000 2020, -90.279393, 40.905357, Tunnel vision like my boy josh say lmao😎 
skinnycreole, Fri Apr 24 03:04:51 +0000 2020, -94.128634, 30.086918, WALK EM DOWN 
themikeyrusso, Fri Apr 24 03:04:52 +0000 2020, -73.968542, 40.780709, @joey0jeda Where’s the hair 
peedi_chris, Fri Apr 24 03:04:52 +0000 2020, -75.117998, 40.004866, Watching these families lives change from a fone call on this nfl draft is special 🔥💯 
Shaniquee, Fri Apr 24 03:04:52 +0000 2020, -80.177668, 25.905606, Low key everyone became a chef during quarantine. But my shit became elite. 
_TommyJettson, Fri Apr 24 03:04:52 +0000 2020, -84.541562, 33.588263, @__BreadWinnner " Bitch you better walk " 758 voice 
T_TlJAN, Fri Apr 24 03:04:52 +0000 2020, -117.022695, 38.502147, The chargers a actually useable in Madden now 
carbashh, Fri Apr 24 03:04:52 +0000 2020, -73.817847, 42.856244, someone recommend me a good book to read- i gravitate towards depressing fiction but i am willing to branch out lmao 
myrudy32, Fri Apr 24 03:04:52 +0000 2020, -84.412759, 42.711251, @myrudy32 Well, goes along with certain press and media sources  of mud slinging and voyeurism. I think some have b… https://t.co/2VWjOz2wWN 
KellyLWilliams, Fri Apr 24 03:04:52 +0000 2020, -115.223125, 36.232915, @TinaDesireeBerg @soledadobrien Never, when they’re wasted votes on Russian assets. 
triplet2000, Fri Apr 24 03:04:52 +0000 2020, -83.173867, 32.678207, @soissagem Can’t even be considered w*ke then 
AdmaWilsno, Fri Apr 24 03:04:52 +0000 2020, -92.583091, 34.592187, Every time I pet my dog I take my headphones out because that would be rude 
adoolz706, Fri Apr 24 03:04:52 +0000 2020, -79.861034, 35.170499, Kenneth Murray’s selection in the 1st round will pay dividends in recruiting for Lincoln #OU 
_brookemaxwell_, Fri Apr 24 03:04:52 +0000 2020, -86.441236, 39.766555, I hate the way mfs think like you can’t post shit about being upset or anything w/ o delusional ass people assuming… https://t.co/lLzUEquTOk 
redwokeuplike__, Fri Apr 24 03:04:52 +0000 2020, -83.804475, 27.698682, All my life been a struggle 
stevenjwhite, Fri Apr 24 03:04:52 +0000 2020, -88.129425, 43.060621, @cari_luna @textplusimage I continue to find new ones still sealed in those ridiculous clear boxes hidden in my hou… https://t.co/17Jec5wXuj 
cdinicol, Fri Apr 24 03:04:52 +0000 2020, -78.681671, 43.171602, Fantastic. Best President ever!  The best is yet to come! Thanks for asking!  You must be a Republican Woman for Tr… https://t.co/U6BjHtuhrM 
TARDIS75, Fri Apr 24 03:04:52 +0000 2020, -117.104989, 32.810012, @jackshafer @FUNNAGAN #FailureInChief https://t.co/6guniQLBWP 
cmgurule8, Fri Apr 24 03:04:52 +0000 2020, -88.565336, 44.033276, vikings shot up the draft with that pick. @JJettas2 welcome baby minnesota!!!! 
sportsnut0303, Fri Apr 24 03:04:52 +0000 2020, -80.035332, 40.323391, @Uber_Support I need help submitting my new insurance information.    The car is owned by my girlfiend and we live… https://t.co/hMdhcGgpCY 
SirVancelot22, Fri Apr 24 03:04:52 +0000 2020, -111.560519, 33.198235, Thanks Eagles! 
jasmine_gar_, Fri Apr 24 03:04:52 +0000 2020, -80.846785, 35.209059, A mi me gustaba un chavo en pachalum, pero desde que tuvo novia lo descarté. Alguien más es así ? 
Trenchbabyal, Fri Apr 24 03:04:52 +0000 2020, -75.117998, 40.004866, Me don’t trust none 
MrSosaTirado, Fri Apr 24 03:04:52 +0000 2020, -95.611790, 29.666108, Glad to help distributing our second round of traditional learning packages. Missing my Boone Bear Family! 🐻🥰 Missi… https://t.co/vIyqMrz6eq 
LaceyUnderwear_, Fri Apr 24 03:04:52 +0000 2020, -76.551163, 39.386823, I stan anime boys and anime boys only (well, girls too) 
Fitps1, Fri Apr 24 03:04:52 +0000 2020, -83.173867, 32.678207, Real good 
juicyjenn123, Fri Apr 24 03:04:52 +0000 2020, -117.673254, 33.987333, @elliblue21 That too 🤣 don’t try meee 
VickiNewton777, Fri Apr 24 03:04:52 +0000 2020, -70.973641, 42.532576, Omg.     😱. He really said this???    I thought it was a joke 🤣😂🤣😂.    👇👇👇👇🙏🙏🙏👇👇 
NNunez14, Fri Apr 24 03:04:52 +0000 2020, -100.076888, 31.168893, @naguilar__ 6 Super Bowls tho 
mojobaal, Fri Apr 24 03:04:52 +0000 2020, -149.758794, 61.235042, @PeachyKeenGreat My daughter can totally relate lolAge 26. https://t.co/oVfOTsIXbg 
Swebb_32, Fri Apr 24 03:04:52 +0000 2020, -84.866350, 35.193336, Oh I how sometimes miss talking/teaching about the Rule of Thirds... 
YourBoyRocha, Fri Apr 24 03:04:53 +0000 2020, -120.987468, 37.663817, Bruh. That Chargers Defense 😳 
yupitsmimi, Fri Apr 24 03:04:52 +0000 2020, -73.849441, 40.850347, @pradaonnas *cough* 
ArroyoEacid, Fri Apr 24 03:04:53 +0000 2020, -82.294509, 34.783738, @goldietaylor On the rocks for me 
FJML83, Fri Apr 24 03:04:53 +0000 2020, -100.293591, 25.641718, @PomKlementieff @prattprattpratt Happy day Pom 
mileycfan4eva, Fri Apr 24 03:04:53 +0000 2020, -75.265529, 40.691970, @StorybrookeSVU @KelliGiddish @Mariska Yes, yes ☑️ Yasss we need some #Rolivia loving!!! 
800OleE, Fri Apr 24 03:04:53 +0000 2020, -76.255686, 36.895082, @Pbird02 @AtlantaFalcons @ajterrell_8 We have no idea how he’s going to transition to the next level, no one does yet. 
_MyBelovedSon, Fri Apr 24 03:04:53 +0000 2020, -74.184848, 40.734494, Can you behave brother 
Eri_D_Smi16, Fri Apr 24 03:04:53 +0000 2020, -91.401008, 30.937336, You’re talking down on my name when all I’ve ever done is lift yours up in prayer, we are not this same. 
sundaysundya, Fri Apr 24 03:04:53 +0000 2020, -79.980689, 40.431389, Why are half the trans ppl I know sagittarius including me 
johngllgskns1, Fri Apr 24 03:04:53 +0000 2020, -87.293911, 30.384296, @DKemeridou https://t.co/YGrWPUvKf2 
Stevan_2366, Fri Apr 24 03:04:53 +0000 2020, -101.701754, 34.188727, @ShortCakee_xoxo https://t.co/L2bG020rrR 
derricksdot, Fri Apr 24 03:04:53 +0000 2020, -74.985076, 39.710994, This city is split on this pick. Man this is gonna be interesting. 
flusnoix, Fri Apr 24 03:04:53 +0000 2020, -86.793917, 33.542237, 4/24 thru 5/3 &lt;&gt; #MCACVIRTUAL &lt;&gt; #GETYOURARTON @ https://t.co/L5j3l5rR5Q &lt;&gt; a perfect antidote for #quarantineblues… https://t.co/53Lq7vQ5LY 
ANativeAngeleno, Fri Apr 24 03:04:53 +0000 2020, -118.411907, 34.020789, @julianbishop207 @nikolamotor Daimler didn’t announce they were leaving the light duty market. Every automaker has… https://t.co/Yi7732Ek7C 
the410show, Fri Apr 24 03:04:53 +0000 2020, -76.620482, 39.284713, @alltwentytwo @OldTakesExposed 
cox_eann, Fri Apr 24 03:04:53 +0000 2020, -89.266508, 39.739300, @JGrasso_ I’m praying this works out man, but I’m about to pull the plug on howie trying to draft wideouts.  Whiffing bad. 
desireelanexo, Fri Apr 24 03:04:54 +0000 2020, -81.549320, 28.304521, @mclawson16 literally i will be putting people ON bc its such a good movie 
RealBigSwank, Fri Apr 24 03:04:53 +0000 2020, -90.309235, 29.965083, apply pressure. you taught me the game sis. 💪🏾❤️ 
PaperstacksHit, Fri Apr 24 03:04:54 +0000 2020, -84.314792, 33.706392, @AlwaysHacked yo link me the Kenneth Murray video of him not knowing what the hell he doing 
zyreaiak_, Fri Apr 24 03:04:54 +0000 2020, -89.157601, 32.323854, 😭😭😭 
MichaelClaude_, Fri Apr 24 03:04:54 +0000 2020, -98.319925, 38.498196, J Jettas baby 💜💛 #SkolVikes 
vcrboy, Fri Apr 24 03:04:54 +0000 2020, -80.178392, 26.039680, Someone give me something to do because I’m so bored it’s driving me insane 
billiidenee, Fri Apr 24 03:04:54 +0000 2020, -80.181835, 38.920142, @rachelslathar so am i tbh 
KawikaWatts, Fri Apr 24 03:04:54 +0000 2020, -121.998644, 37.973327, @SAMIEPARKER That was a good pick up. Not a big guy. His routes are crisp, possession receiver (caught 77 of 84 las… https://t.co/nEUFWWAHKX 
EllenKokes, Fri Apr 24 03:04:54 +0000 2020, -93.301344, 44.824469, Yes yes yes ! 
BirdmanTorres15, Fri Apr 24 03:04:54 +0000 2020, -97.285913, 32.779967, @ryansatin @WrestlingSheet Do the one of you getting stunnered next 
gabbydipaula, Fri Apr 24 03:04:54 +0000 2020, -76.615181, 39.396352, Mine, too 🤷🏽‍♀️🤷🏽‍♀️ 
keilyoterox333, Fri Apr 24 03:04:54 +0000 2020, -73.831187, 40.670879, I get lost finding new music 
justnikkinoland, Fri Apr 24 03:04:54 +0000 2020, -96.839573, 32.405584, @NFL @jalenreagor @Eagles @TCUFootball @Bose So SO happy for you and your parents! You did it!!!! 
dvs2000, Fri Apr 24 03:04:54 +0000 2020, -80.189236, 26.528379, @RyanClarkWZR You are a moron 
kathyjohnsongym, Fri Apr 24 03:04:54 +0000 2020, -81.419219, 28.699778, @ezraklein I'm dying! Please tell me laughing is a cure! 
marandahiires, Fri Apr 24 03:04:54 +0000 2020, -83.173867, 32.678207, People always talk about romance not lasting in a long relationship, but I can’t relate. My bf sends me sweet texts… https://t.co/ExmLyh4zUm 
TivoniDevor, Fri Apr 24 03:04:54 +0000 2020, -75.117998, 40.004866, @TheRickWilson @thedailybeast https://t.co/Su090uXkIl 
lauroholla, Fri Apr 24 03:04:54 +0000 2020, -73.134847, 40.740156, How much money did they pay Matthew Morrison to make a complete fool of himself on glee for six years 
andreahweeks, Fri Apr 24 03:04:54 +0000 2020, -86.680738, 32.576227, @xoKallyMartina I struggle with Gabe’s 5 pound one 😂 
daisy_droplet, Fri Apr 24 03:04:54 +0000 2020, -119.306608, 37.269176, Awe! 
bronbythesea15, Fri Apr 24 03:04:54 +0000 2020, -121.951610, 36.974948, Running and jumping — making it fun. @RobertWyrsch https://t.co/jdJbOh32lV 
IamCW1LL, Fri Apr 24 03:04:54 +0000 2020, -73.849441, 40.850347, This site was so clutch. I could find every single DI school and website here. This is a real throwback. Lol 
gray_robertson, Fri Apr 24 03:04:54 +0000 2020, -86.680738, 32.576227, @Wm_Galloway @realDonaldTrump @Vikings How have I never seen that video? That’s incredible. 
jammy_neutron, Fri Apr 24 03:04:54 +0000 2020, -74.184848, 40.734494, I’m tired of looking at het belly 😭😭😭😭😭. Year after year 
MooseHB, Fri Apr 24 03:04:54 +0000 2020, -91.537062, 41.647354, @HeavensFX @thebstiles That's his one job. 
AnitaWarren2, Fri Apr 24 03:04:55 +0000 2020, -70.705693, 42.111970, @MaxBoot Really??? 
GODISMlKEY, Fri Apr 24 03:04:55 +0000 2020, -83.173867, 32.678207, i’m starting to look so much like my dad 
artilespascualf, Fri Apr 24 03:04:54 +0000 2020, -80.177668, 25.905606, #23Abr Carlos Morales en @agentes305 estaremos junto a @josefriverap Viernes 24 de abril 8 pm hora del este de los… https://t.co/666RyxpluB 
KingSeun3, Fri Apr 24 03:04:55 +0000 2020, -95.446486, 29.838495, He’s  a perfect 2nd rounder ... tho.. 
IamClassicBeatz, Fri Apr 24 03:04:55 +0000 2020, -73.948775, 40.655138, What?!?!?! F**k?!?!?! 
Kali_dream11, Fri Apr 24 03:04:55 +0000 2020, -75.583869, 39.221018, If this man starts dropping the ball, this town will destroy this man’s confidence 😭😂 
jojos0119, Fri Apr 24 03:04:55 +0000 2020, -78.895441, 35.990983, Me when i see all the Brodie’s 
SportzPizza, Fri Apr 24 03:04:55 +0000 2020, -120.882482, 47.273022, @landsharkguy @LouMerloni Is that why you don't wait? Liar you f@$%ing liar!! You sir are a blow hard. "I am always… https://t.co/EypQkhra6Y 
MyKeyy_, Fri Apr 24 03:04:55 +0000 2020, -117.217920, 33.921924, @_brianestrella https://t.co/QB7mamildS 
Madmota21, Fri Apr 24 03:04:55 +0000 2020, -118.043524, 33.850886, @KennethMurray welcome to the @Chargers !! #ASAP #BoltUp that Defense gonna be scary!! Llleeesss gggooooo 
Pompapalooza, Fri Apr 24 03:04:55 +0000 2020, -76.255686, 36.895082, @DanaSmash Nah, I just want a team that won’t disappoint me 
richardhdent, Fri Apr 24 03:04:55 +0000 2020, -118.369645, 34.087010, @wildcardsseries @GRRMspeaking @BINC @MMSnodgrass @CassuttZN @tordotcom @sleighwriter @ExpanseOnPrime… https://t.co/TVDAZAk4KJ 
karmadude, Fri Apr 24 03:04:55 +0000 2020, -122.435979, 37.770657, Where did the airlines park their airplanes? https://t.co/ABQQl5J2XO 
MichelleBruton, Fri Apr 24 03:04:55 +0000 2020, -87.732013, 41.833585, It’s hard not to ride the wave during the draft, but let’s be clear: #Packers walking away from Day 1 with Denzel M… https://t.co/k8VOkOrMiu 
Ruffo83, Fri Apr 24 03:04:55 +0000 2020, -72.102718, 41.549289, Life check on @LouMerloni Wtf Lou. Is this what’s best for the product on the field this year as a coach? Or best… https://t.co/xJ5dW4xvVt 
RonKlopfanstein, Fri Apr 24 03:04:55 +0000 2020, -75.770041, 42.746617, @alanglenn66 @MarthaByrne10 I love that you’re doing this. ❤️ 
iamkatemiller, Fri Apr 24 03:04:55 +0000 2020, -116.517290, 33.825080, Jeffrey Sachs on the Catastrophic American Response to the Coronavirus https://t.co/frYRpHvwmU 
1889USA, Fri Apr 24 03:04:55 +0000 2020, -117.716173, 34.119017, Una combinación letal! https://t.co/1pCNKSryey 
connect1492, Fri Apr 24 03:04:55 +0000 2020, -87.985476, 42.095656, here are some of Mr. Trumps trying to practice medicine on April 23 at a press conference. Reckless. 
CJMordock, Fri Apr 24 03:04:55 +0000 2020, -90.011008, 29.982601, @Derrick_NOLA McKinney 
Watch_The_Drive, Fri Apr 24 03:04:55 +0000 2020, -96.761753, 32.819858, Ion care how you get money do you. 
AvenueYungin, Fri Apr 24 03:04:55 +0000 2020, -81.109617, 32.017285, Girl I love when you talk yo shit🥶, Walkin like that how could I miss💃🏾?🤷🏾‍♂️ https://t.co/KcpbQrlmLo 
lesliejane714, Fri Apr 24 03:04:56 +0000 2020, -117.197082, 33.688047, @Fah_Lo_Me No 
Cucu_SportsGuru, Fri Apr 24 03:04:56 +0000 2020, -95.446486, 29.838495, #WhoDatNation 
redgoose62, Fri Apr 24 03:04:56 +0000 2020, -118.411907, 34.020789, @tea_and_covfefe I PANICKED AND THREW IN RICE VINEGAR AND THEY ARE BANG https://t.co/weMTmc3TiC 
JaiaLeigh, Fri Apr 24 03:04:56 +0000 2020, -97.285913, 32.779967, Tbh this is an amazing draft class . So humble . So talented . So beautiful . #NFLDraft 
tyleracha, Fri Apr 24 03:04:56 +0000 2020, -111.880874, 33.282450, @kingpackie @DaneCook 👎🏽 
keyofe_pro, Fri Apr 24 03:04:56 +0000 2020, -79.780308, 34.182661, YO..... DID WE REALLY GET CEEDEE LAMB AT 17?? IM NOT DREAMING AM I? PLEASE TELL ME THIS IS NOT A DRILL😂😂😂😂😂😂 #Cowboys #NFLDraft 
RezMula, Fri Apr 24 03:04:56 +0000 2020, -73.968542, 40.780709, ...pobre señora smh 
charismayy28, Fri Apr 24 03:04:56 +0000 2020, -92.430839, 35.073112, @Melodieemoore I drove for 10 minutes and saw like 5. You’re not kidding lmaoo 
mrtall, Fri Apr 24 03:04:56 +0000 2020, -122.435979, 37.770657, @jeremy Knob Hill in Michigan. I was in high school. 
UniformCityBah, Fri Apr 24 03:04:56 +0000 2020, -78.764700, 26.510597, 💙 With all these options it's so hard just to choose one!🤷🏽‍♀️🤗 Our New Arrivals are in stock now..… https://t.co/dr10w4IVWA 
quis__custodiet, Fri Apr 24 03:04:56 +0000 2020, -118.235440, 34.072420, 0304ZN213PF LAPD AIR SUPPORT DIVISIONSquawk: 1200N34.0724 W118.2354Altitude: 1125ftCourse: 138ºGroundspeed: 1… https://t.co/QYA6foQh3C 
Galuszka2290, Fri Apr 24 03:04:56 +0000 2020, -115.038337, 36.006256, Teeheeheeheeeheeheeeheee 
SmithPeterG, Fri Apr 24 03:04:56 +0000 2020, -93.361321, 46.441861, @StokeBurner He will be in two years. 
MillidollarMaj, Fri Apr 24 03:04:56 +0000 2020, -84.541562, 33.588263, I miss being in my own space cause when a light was off it stayed off 😕 
ralphamsden, Fri Apr 24 03:04:56 +0000 2020, -112.012265, 33.058496, I see that Kenneth Murray’s family let him sit on the “special occasion” furniture 🤣🤣🤣🤣 
k_simon97, Fri Apr 24 03:04:57 +0000 2020, -92.061177, 30.206079, Yea I hate her 
aspenaidan, Fri Apr 24 03:04:57 +0000 2020, -106.840246, 39.206964, @nmfblastos @JameyEisenberg I’m so pumped to watch some games with you this year Nick! 
NellaStyles, Fri Apr 24 03:04:57 +0000 2020, -118.411907, 34.020789, ❤🥀🌹⚘Anthony Hyland's video! #TikTok https://t.co/8FgaHSMAbH 
felipebr1988, Fri Apr 24 03:04:57 +0000 2020, -79.420865, 38.003376, @andrizek why so much despair, dude? 
VRosa_Garcia, Fri Apr 24 03:04:57 +0000 2020, -73.199118, 41.185674, @citywhit My husband is the repeat offender for this in our podcast. I used to edit like cray til I heard a… https://t.co/fXfYYQbZFv 
CindyLouuuu_, Fri Apr 24 03:04:57 +0000 2020, -76.593943, 24.074967, @freepyg facts ! 
WineJerk, Fri Apr 24 03:04:57 +0000 2020, -122.228685, 37.791994, @jimbobway63 @Danpearson266 Go read what David said. You claimed you did, but it's clear now you were lying. 
owenspackman, Fri Apr 24 03:04:57 +0000 2020, -80.045939, 32.914424, Thanks for #GotGVol2 @JamesGunn @prattprattpratt @karengillan @DaveBautista @seangunn. It really is a special film… https://t.co/CdmWpJ7HGQ 
afropresencia, Fri Apr 24 03:04:57 +0000 2020, -73.948775, 40.655138, Wright Museum's 'Queen' stars strong African-American women https://t.co/ISGPsvLRL4 via @detroitnews 
bjweig01, Fri Apr 24 03:04:57 +0000 2020, -85.603869, 38.311998, Pick your fighter. https://t.co/y0fekU5yuf 
dmajek7, Fri Apr 24 03:04:57 +0000 2020, -118.068689, 33.866965, @trappstaar @Miss_Contreraz On me gabby is 🔥 
MillidollarMaj, Fri Apr 24 03:04:57 +0000 2020, -84.541562, 33.588263, My family will come in a room  n turn the light on ever time 🙄 
Jwoods217, Fri Apr 24 03:04:57 +0000 2020, -82.742582, 27.822598, @seanhannity @IngrahamAngle @TuckerCarlson something to ponder...a local small business in FL turned down for any g… https://t.co/YEeV6mYMDB 
Pulsa48, Fri Apr 24 03:04:57 +0000 2020, -115.223125, 36.232915, I think it has to with eradicating inbred rednecks. 
gosammylani, Fri Apr 24 03:04:57 +0000 2020, -118.081020, 33.789020, ? 
JerellAnthoni, Fri Apr 24 03:04:57 +0000 2020, -87.732013, 41.833585, 🗣🗣🗣 
malinutt10, Fri Apr 24 03:04:57 +0000 2020, -118.411907, 34.020789, @WajahatAli We can’t. We waste a lot of time and energy that could be better spent elsewhere 
AveryWorker, Fri Apr 24 03:04:57 +0000 2020, -79.861034, 35.170499, @ijjohns2 Fuck yeah bro! 
docajohnson, Fri Apr 24 03:04:57 +0000 2020, -89.876449, 32.571032, Ok @Saints @SeanPayton what we doin????  #nerves #NFLDraft2020 
omarmuniz9, Fri Apr 24 03:04:57 +0000 2020, -96.761753, 32.819858, #RHOA https://t.co/2zkqbJEXDU 
gallegosr, Fri Apr 24 03:04:58 +0000 2020, -99.454676, 27.532077, @michelle_martha good night beautiful mermaid...hope today and this evening brought you peace...don't forget to take your asthma meds. 
mswanson, Fri Apr 24 03:04:58 +0000 2020, -85.751142, 30.176313, @WerderEdESPN What?! 
austinnweaver, Fri Apr 24 03:04:58 +0000 2020, -91.401008, 30.937336, Son I hate you 🤦🏽‍♂️💀💀💀 
DC_dos, Fri Apr 24 03:04:58 +0000 2020, -120.471810, 37.316222, @J7_Cash Hyped and we have one more coming next 
brannon_besse, Fri Apr 24 03:04:58 +0000 2020, -119.306608, 37.269176, That 2nd pick was bad 😬 
Makyle_Ice, Fri Apr 24 03:04:58 +0000 2020, -75.117998, 40.004866, @djslybri @ThePhillyPod What are your thoughts on CeeDee Lamb 
ThaMuva, Fri Apr 24 03:04:58 +0000 2020, -76.921232, 38.848156, Made some orange chicken, beef and broccoli and shrimp fried rice 
ilovebucees, Fri Apr 24 03:04:58 +0000 2020, -97.285913, 32.779967, ba sing se 
That_KidBill, Fri Apr 24 03:04:58 +0000 2020, -76.069946, 36.802541, 4 3rd round picks. Excellent 😐 
kurahn_610, Fri Apr 24 03:04:58 +0000 2020, -75.340889, 40.123408, Been sleep all day 
palewoosh, Fri Apr 24 03:04:58 +0000 2020, -84.453724, 39.161451, Sorry folks, drafts canceled. Moose out front should have told you. 
debra50032210, Fri Apr 24 03:04:58 +0000 2020, -122.578017, 47.731958, @RepVernonJones Wow it’s more the republicans bully and lieing to the Americans so you stand by trump and believe a… https://t.co/SMW92BHW4F 
nizzylovee, Fri Apr 24 03:04:58 +0000 2020, -75.117998, 40.004866, Currently waiting for the edible to kick in 
Satisfies69, Fri Apr 24 03:04:58 +0000 2020, -74.006400, 40.714200, 🤷🏽‍♂️ 🙏🏽 #TeamBeyondFreak #TeamIntelligentFreak#MeAndSomebodyDaughter @ New York, New York https://t.co/HpMsO3Prju 
BriannaSanthea, Fri Apr 24 03:04:58 +0000 2020, -76.593943, 24.074967, i have not 
OchoFisho, Fri Apr 24 03:04:58 +0000 2020, -83.804475, 27.698682, @samkouvaris Can't do anything helmet wise til '21 when NFL expected to do away with 1 helmet rule 
ozzy0201, Fri Apr 24 03:04:58 +0000 2020, -96.690937, 32.964484, @gtconway3d Welcome to 'Murica and Freedom 2020! And here we are. 
ariebarie20, Fri Apr 24 03:04:59 +0000 2020, -118.411907, 34.020789, @dolcenuna Thank you so much 😭😭😭 all my glue gun burns and sweat was worth it lmao 
_DJDOMO, Fri Apr 24 03:04:59 +0000 2020, -80.452116, 25.479449, @TLOP312 😂😂😂😂 snatched that bih to damn fast 
daejaxo, Fri Apr 24 03:04:59 +0000 2020, -87.732013, 41.833585, jus another amandla stenberg tbh 
savageassty, Fri Apr 24 03:04:59 +0000 2020, -96.606726, 32.719393, my debit card when i go to take it out 
dturner2994, Fri Apr 24 03:04:59 +0000 2020, -117.104989, 32.810012, @annasreputation Of course! 
BrVdLe, Fri Apr 24 03:04:59 +0000 2020, -122.189162, 47.891113, Damn. That Kenneth Murray Story. Rooting for you man. 
matt67442119, Fri Apr 24 03:04:59 +0000 2020, -81.734812, 41.384923, @theshawnsimmons @RealPaigeWWE She a nurse? 
ketchuup1, Fri Apr 24 03:04:59 +0000 2020, -122.315421, 37.552481, NELSON AGHOLOR 2.0 
heimhunnit, Fri Apr 24 03:04:59 +0000 2020, -75.117998, 40.004866, Dumb ass pick 
gabbysully, Fri Apr 24 03:04:59 +0000 2020, -74.266161, 40.665227, THEY GOT BERNARD FROM WESTWORLD DOING A DELL COMMERCIAL IM OUT!!!! 
angelxchim, Fri Apr 24 03:04:59 +0000 2020, -77.604684, 41.117936, @Itsandraxx @bunnykooks @BTS_twt @jooniethehottie  bts inspires me the most :) 
WoovieStudios, Fri Apr 24 03:04:59 +0000 2020, -79.015304, 35.278191, @redskinsfanuk @ChrisFreeman531 @SkinsRealm Maybe New England 
adamsleeve, Fri Apr 24 03:04:59 +0000 2020, -83.376154, 42.223742, Moment I find a girl that loves traveling as much as I do it’s over with I’m off the market 😂😂 
5Aubry, Fri Apr 24 03:04:59 +0000 2020, -87.680622, 41.653878, NFC South QBS are even more tougher (Tom Brady, Drew Brees, Teddy Bridgewater, and Matt Ryan) 
LAveryBrown, Fri Apr 24 03:05:00 +0000 2020, -100.076888, 31.168893, @Na0sGlass @NickysFriend @GlassHeart5 @Leonesse8 Me, too. Night night everybody! 
DjFlyyboiiDoM, Fri Apr 24 03:05:00 +0000 2020, -115.223125, 36.232915, Interracial 👀 
ColinLundstrom, Fri Apr 24 03:05:00 +0000 2020, -101.897173, 33.570526, @CorbinSmithNFL Get Gross-Matos 
ClutchCarlMMA, Fri Apr 24 03:05:00 +0000 2020, -149.758794, 61.235042, If you baby then I'm daddy what's hannin? 
rosiegirl209, Fri Apr 24 03:05:00 +0000 2020, -122.804456, 38.540983, @BB_Chargers https://t.co/TyNsYQgsqq 
jdata1, Fri Apr 24 03:05:00 +0000 2020, -89.569491, 44.900818, What do you carry? fardel: #WordoftheDay from @Dictionarycom https://t.co/VK1328bBrs https://t.co/g5qmex2l1R 
giannigomezz, Fri Apr 24 03:05:00 +0000 2020, -119.306608, 37.269176, What’s taking so long TAKE QUEEN! 
RyanDaRaider, Fri Apr 24 03:05:00 +0000 2020, -83.804475, 27.698682, Well one guy had him going round 1 
roger_ramjet57, Fri Apr 24 03:05:00 +0000 2020, -123.321857, 42.429316, @YahooEnt Please more Zoom Calls!!! 
BonesOfComedy, Fri Apr 24 03:05:00 +0000 2020, -80.285189, 26.078170, This is nuts 
yourmandaniel, Fri Apr 24 03:05:00 +0000 2020, -86.270540, 45.001180, @JBfromDC89 that beard tho 
ltdaman69, Fri Apr 24 03:05:00 +0000 2020, -77.477105, 39.031160, @JayThorn12 SMH 
BlackTarzan4, Fri Apr 24 03:05:00 +0000 2020, -84.355208, 33.617857, https://t.co/Eb8sp7MnyS 
JumahaAltrefi, Fri Apr 24 03:05:00 +0000 2020, -78.657837, 35.843981, @kasimf ياسيدي الاقتصاد الامريكي مابسقط لان اي بزنس فاتح وشغالين الناس ديل 
sunflowasoull, Fri Apr 24 03:05:00 +0000 2020, -87.732013, 41.833585, Omg 🥺🖤 
Crymson_Rose, Fri Apr 24 03:05:00 +0000 2020, -95.446486, 29.838495, His agent was FACETIMING him while he was on the phone with the Cowboys, I was doing the GF thing gonna answer it f… https://t.co/NolBkwvr5G 
bruinrob11, Fri Apr 24 03:05:00 +0000 2020, -118.411907, 34.020789, I love this pick. Fills a huge need and is gonna be a star on that defense. #NFLDraft #ChsrgersDraft #BoltUp 
MsLSpatz, Fri Apr 24 03:05:00 +0000 2020, -75.925021, 40.334119, #VagrantQueen damn that opening music!!! https://t.co/oJH05SuMru 
reganallenn, Fri Apr 24 03:05:00 +0000 2020, -79.420865, 38.003376, @AustinClark24 @baughan_maddie 
TrilliamClinton, Fri Apr 24 03:05:01 +0000 2020, -87.732013, 41.833585, @sexxielexxie lmao this a wig but my hair would look like this if this was my real hair lmao 
CharlieSoucy, Fri Apr 24 03:05:01 +0000 2020, -73.857591, 45.683368, Amen 
tbankss10, Fri Apr 24 03:05:01 +0000 2020, -81.832973, 41.403507, 😂😂😂😂😂😂 
treberney, Fri Apr 24 03:05:00 +0000 2020, -76.508862, 42.449489, Credulous at bestYour desire to believe inAngels in the hearts of menI shouldn't have to say it all again.The u… https://t.co/s2FY7lxEb6 
ffckks, Fri Apr 24 03:04:59 +0000 2020, -75.800141, 45.248791, @yoncechromatica @KimKardashian Hey @Beyonce love how your “stans” are sending death threats to other celebrities. 
WoofOnTheHoof, Fri Apr 24 03:05:01 +0000 2020, -82.669467, 40.365160, The WHO has zero accomplishments. It's a big money pit to laundry money. 
BlackBambii_, Fri Apr 24 03:05:01 +0000 2020, -78.657837, 35.843981, Especially after this draft tonight , 🥰 
ZackSass, Fri Apr 24 03:05:01 +0000 2020, -96.899621, 33.225399, @zimm Hm and to think I never knew your first name 
mericombs12, Fri Apr 24 03:05:01 +0000 2020, -99.750556, 32.415051, @alannarizzo Oh Alanna I’m so sorry for your loss.  Hugs and prayers to you and your family.  May Grams’ memory always be a blessing 💙💙 
