username, created_at, lng, lat, text
_kaylabrielle_, Fri Apr 24 03:06:06 +0000 2020, -84.192069, 34.038017, @WithLoveTM Pleaseeee and thank you !! 
Brian_A96, Fri Apr 24 03:06:06 +0000 2020, -96.602142, 32.774938, nah deadass imagine what Bill could’ve done w Kenneth Murray....wow 
Fresh_Logic, Fri Apr 24 03:06:06 +0000 2020, -91.401008, 30.937336, @drjcavery We bout to take a Center. 😭 
BigTLangston, Fri Apr 24 03:06:06 +0000 2020, -98.607403, 29.383425, Oh god adventure time is over, I’m ready to cry 
Sexysilverfoxn1, Fri Apr 24 03:06:06 +0000 2020, -73.994830, 40.759990, I'm a gadget gal.  Bought a USB disco ball.  💃👯‍♂️ @ 43 &amp; 10th Manhattan Plaza https://t.co/MipD1uqCHr 
KBZO_, Fri Apr 24 03:06:07 +0000 2020, -97.116784, 32.573549, Yeah but they’re both QB’s running their entire offense. 
Venzi5Ventura, Fri Apr 24 03:06:07 +0000 2020, -83.173867, 32.678207, @Joe_Daddy_ @hddaddy90 Seriously.See a coach’s kid...SHOT!Awkward family reaction...SHOT!Backstory that mak… https://t.co/8tB6zkFBka 
Richard68065043, Fri Apr 24 03:06:07 +0000 2020, -71.552188, 41.888211, @tomhanks Another freaky picture photo shopped by the satanic duo 
_GeauxTigersGo, Fri Apr 24 03:06:07 +0000 2020, -89.692676, 35.058521, 🙏🏻 
eoverton82, Fri Apr 24 03:06:07 +0000 2020, -121.628926, 39.121659, @hierophantess Sadly, no. 
tonysnow_jr, Fri Apr 24 03:06:07 +0000 2020, -76.295896, 36.763216, @NiceLilOnion That’s optimistic....I say by this time tomorrow at least one death by household cleaner 
vaidyeah33, Fri Apr 24 03:06:07 +0000 2020, -74.622797, 40.300939, @ZanyCatLady thank you so much!! 
SolarKookie04, Fri Apr 24 03:06:07 +0000 2020, -71.683502, 42.036939, I AM DEAD I REPEAT I AM DEAD MY LIFE ABOUT DYING NOW FUCI 
Prince_Dartez, Fri Apr 24 03:06:07 +0000 2020, -91.811681, 30.313528, @tubby05 QUEEN BETTER!!! 
gggsteiner, Fri Apr 24 03:06:07 +0000 2020, -77.572455, 43.211767, @schadjoe Such a tough choice. Double down on OTs or get Swift/Taylor 
mixtapeminimus1, Fri Apr 24 03:06:07 +0000 2020, -92.436774, 38.304558, @choosen_tha @Mojojo_NY He might be like me, I don’t like people touching my stuff because if they tear it up they… https://t.co/gbfe23UlQB 
2nuff4u, Fri Apr 24 03:06:07 +0000 2020, -82.368322, 27.998056, Why all Lisa friends look like det? 😬 #90dayfiancebeforethe90days 
IDPRoss_4756, Fri Apr 24 03:06:07 +0000 2020, -119.306608, 37.269176, @BackAftaThis yep we know tanking for a kicker right? 
AndreaLRogers, Fri Apr 24 03:06:07 +0000 2020, -97.278211, 32.746470, Night blooms. https://t.co/9F68TQukOm 
Brendan_Bushy66, Fri Apr 24 03:06:08 +0000 2020, -96.171719, 48.115635, Love to see the Vikings get Jefferson at 22nd #CrisCarterJr 
ThatsMichelle__, Fri Apr 24 03:06:08 +0000 2020, -95.446486, 29.838495, i remember when this music video dropped on 106 &amp; Park... i miss those days 
fromAMMO, Fri Apr 24 03:06:08 +0000 2020, -73.948775, 40.655138, Look guys, nobody knows what the fuck a Vegeta is. Let’s keep the references to things that everyone knows like Dav… https://t.co/j2A2HM01jU 
Zak_Rickerson, Fri Apr 24 03:06:08 +0000 2020, -98.123250, 29.705614, @KennethMurray respect to you brother! 🤘🏽 
daddywags56, Fri Apr 24 03:06:08 +0000 2020, -84.688001, 38.996260, @SpeakerPelosi Do you join the millions in Chinese concentration camps also? And why aren’t you publicly chastising… https://t.co/8oorntf1WT 
streetfare_, Fri Apr 24 03:06:08 +0000 2020, -80.926628, 33.631140, #CarolinaMade 
_ockb6, Fri Apr 24 03:06:08 +0000 2020, -75.386460, 39.145024, @ASAP_Riyahh Ya other one 
ysdayansyxl, Fri Apr 24 03:06:08 +0000 2020, -80.269733, 25.944933, the things I'd do to see this kid at least just once &amp; fuck tf outta him. 
PoloTeee, Fri Apr 24 03:06:08 +0000 2020, -76.255686, 36.895082, Kenneth Murray is a stud. Not a fan of giving up our 2nd and 3rd rounder though. Need a 3rd WR 
TJmiranda, Fri Apr 24 03:06:08 +0000 2020, -122.042974, 38.233362, I’m an optimistic fan when it comes to drafts lol but I really think it would be tough for the Niners to have a bad… https://t.co/2BcLWUGo5I 
mariaramirezxxx, Fri Apr 24 03:06:08 +0000 2020, -118.411907, 34.020789, https://t.co/5DBCPYdNx9 
alexmhogan, Fri Apr 24 03:06:08 +0000 2020, -77.014398, 38.898603, I just realized I haven’t worn a collared shirt in more than a month. 
FRYExNATION, Fri Apr 24 03:06:08 +0000 2020, -77.014398, 38.898603, Your mind ever just go somewhere, but you don’t even know where? 
tjgordon76, Fri Apr 24 03:06:08 +0000 2020, -87.805669, 42.187782, #Vikings 
MikeKellyJr, Fri Apr 24 03:06:08 +0000 2020, -81.330660, 35.729290, One thing I like about Reagor is that his name sounds like a Game Of Thrones character so that has to count for something. #eagles 
tb1fan99, Fri Apr 24 03:06:08 +0000 2020, -73.604226, 41.427515, @NFLbedsheets I saw it and almost choked.  Can’t stop laughing 
coachkt14801, Fri Apr 24 03:06:08 +0000 2020, -87.736184, 31.883588, College Football Coaches ALERT Icons Sport Approved Dawgs Dee Grissom LaQuarius Jackson… https://t.co/CDf8ph97Lm 
honeydipboy, Fri Apr 24 03:06:08 +0000 2020, -118.411907, 34.020789, @trvisXX Here’s the hardest screenshots from the concert @trvisXX https://t.co/vfunFJzeUb 
RawTopjay8, Fri Apr 24 03:06:09 +0000 2020, -77.236969, 38.805115, Anyone watching the nfl draft 
SafariYoungen, Fri Apr 24 03:06:09 +0000 2020, -83.099288, 42.352787, Really thinking about a lot rn . 
6ixxshitt, Fri Apr 24 03:06:09 +0000 2020, -90.110051, 29.881880, @lahperk We still got CGJ and Malcolm na. 
MMACKSR, Fri Apr 24 03:06:09 +0000 2020, -95.446486, 29.838495, @wingoz I got beef with you!!! Don’t you EVER disrespect any athlete from OLATHE (OLA-THE)!!! 
HorrorMorgue, Fri Apr 24 03:06:08 +0000 2020, -82.596627, 39.736975, Released April 24, 1931(NYC, NY).#Drácula (Spanish)#CarlosVillarias#fantasy #horror https://t.co/Ig4KaOnEZf 
MaxWimmer_21, Fri Apr 24 03:06:09 +0000 2020, -111.917026, 40.765805, ily travis 
quis__custodiet, Fri Apr 24 03:06:09 +0000 2020, -117.435780, 34.073910, 0305ZN462PD CITY OF FONTANA CALIFORNIAN34.0739 W117.4358Altitude: 1800ftCourse: 279ºGroundspeed: 48kts https://t.co/MuSUgFhFrZ 
__taralynnx, Fri Apr 24 03:06:09 +0000 2020, -115.038337, 36.006256, 3 
RookieWire, Fri Apr 24 03:06:09 +0000 2020, -81.367773, 28.501678, NBA players tweet out their best reactions to the NFL Drafthttps://t.co/AZv6R3zmuV 
sugurray4UGA, Fri Apr 24 03:06:09 +0000 2020, -92.131274, 34.751936, @Tez_gaboi26 @Vikings Cheers Tez👍🍻 
pragmag7, Fri Apr 24 03:06:09 +0000 2020, -100.076888, 31.168893, This woman wants to sniff and CHEW MY DOGKFDJDNFM 
SullenSeason, Fri Apr 24 03:06:09 +0000 2020, -84.433106, 33.767195, @Cromartie_M So true, I didn’t even think about this... 
Alyssa2p5, Fri Apr 24 03:06:09 +0000 2020, -100.076888, 31.168893, So Proud!! 👏🏼💕🙏🏼🥳 https://t.co/MXwms8kjWI 
austinnweaver, Fri Apr 24 03:06:09 +0000 2020, -91.401008, 30.937336, The Saints need to get Patrick Queen 
susannafraser, Fri Apr 24 03:06:09 +0000 2020, -122.330602, 47.614817, #2020Books49. The Ultimate Quest by Jordan Haynie Ware. Geek’s guide to the Episcopal Church that, among other th… https://t.co/3I5qJmAJIj 
BrandoZee17, Fri Apr 24 03:06:09 +0000 2020, -95.508925, 29.574284, YESSIR K9!!! 
AnselminiAlyssa, Fri Apr 24 03:06:09 +0000 2020, -88.018343, 41.970890, Not interfering that they Big penises. Definitely not seth, no offense man i love you 
JadaB__, Fri Apr 24 03:06:09 +0000 2020, -82.063185, 33.440717, It’s really over 🥺💔 https://t.co/t8GaGtQ7DU 
lxrd_tomas, Fri Apr 24 03:06:09 +0000 2020, -94.128634, 30.086918, @trvisXX GOAT  🐐 
ObiWanPez, Fri Apr 24 03:06:09 +0000 2020, -77.236969, 38.805115, @JSEllenberg I met a public school teacher in the 3rd row of an NCTM conference, during a session that turned out t… https://t.co/JxXgEbBDQ2 
UclickTv, Fri Apr 24 03:06:09 +0000 2020, -94.634584, 38.986089, Remember when the @Chiefs had the overall number one pick in 2013 @NFLDraft @Big_Fish79 now waiting for the #32 ove… https://t.co/P42HTcfOJU 
ShaggyBlack, Fri Apr 24 03:06:09 +0000 2020, -83.804475, 27.698682, LMFAOOOO 
jkid_id, Fri Apr 24 03:06:09 +0000 2020, -111.928142, 33.392884, https://t.co/IzPf2YYsgg 
AnitaWarren2, Fri Apr 24 03:06:09 +0000 2020, -70.705693, 42.111970, @TimOBrien Trump will deny he ever said this! 
taeleeisback, Fri Apr 24 03:06:09 +0000 2020, -84.515786, 33.846765, Just ordered my shipping labels !!! Book will be ready soon! 
SimmerHailee, Fri Apr 24 03:06:09 +0000 2020, -112.124676, 33.552863, I just posted another video! ☺️ I tried the opposite triplets challenge. I also decided that I’m gonna make a whole… https://t.co/fG4brgQ29g 
AGuzman__13, Fri Apr 24 03:06:09 +0000 2020, -121.641268, 36.689149, This is a great pick but if we wanted a LB why pass on Simmons 
KingLouieBanks, Fri Apr 24 03:06:09 +0000 2020, -96.734900, 33.061243, @Dolla_DaDonn No more talking we’ll realistically see who’s the better team this year 😂 
anniefulgenzi13, Fri Apr 24 03:06:09 +0000 2020, -89.603844, 39.895528, My family watched all 8 years of Obama’s correspondents dinner speeches the other night so.. we are taking entertai… https://t.co/Bv6rAC5koc 
YoshiStarGaming, Fri Apr 24 03:06:09 +0000 2020, -74.575664, 40.394350, @Spanky430 I remember being kinda bad at Using it 
XedoBandito, Fri Apr 24 03:06:09 +0000 2020, -76.351024, 40.003481, Welcome to the #Eagles Can't wait to see what @cj_wentz does with @jalenreagor and @DeSeanJackson10 burnin up the… https://t.co/8Vzk8MN9yl 
J2TheD_, Fri Apr 24 03:06:10 +0000 2020, -82.487198, 39.967610, https://t.co/209WIULET9 
MooseHB, Fri Apr 24 03:06:10 +0000 2020, -91.537062, 41.647354, @realTuckFrumper What does she think will happen if we all drink bleach instead?She should do it in tomorrow's sh… https://t.co/nkT9qV2Csd 
MarkBermanFox26, Fri Apr 24 03:06:09 +0000 2020, -100.076888, 31.168893, Chargers use the 23rd-overall pick on LB @KennethMurray from OU and @ElkinsFootball https://t.co/1VkiXO2ud3 
kpick97, Fri Apr 24 03:06:10 +0000 2020, -91.401008, 30.937336, @ItssGabe He is for sure! I think he will work good with the patriots If that’s where he goes 
BellaEnglebach, Fri Apr 24 03:06:10 +0000 2020, -75.320699, 39.899622, @HelenKennedy @gtconway3d If I were her, I wouldn’t have been able to not snort out loud. But I can’t feel sorry for her. 
ShugaAnnSpyce, Fri Apr 24 03:06:10 +0000 2020, -96.832009, 32.959788, 😢 
CUTZBY40, Fri Apr 24 03:06:10 +0000 2020, -83.173867, 32.678207, I’m just ashamed of you!! Wow, we need you out of there! 
livin_vibin, Fri Apr 24 03:06:10 +0000 2020, -115.223125, 36.232915, Yesssssss 
catchthisdic, Fri Apr 24 03:06:10 +0000 2020, -73.554097, 41.098334, BRO IF YOU WANT A RECORD DEAL HIT MY LINE 
alconrad, Fri Apr 24 03:06:10 +0000 2020, -117.104989, 32.810012, I never changed my twitter profile pic. Should I? 
ShakeDownTheThu, Fri Apr 24 03:06:10 +0000 2020, -86.078524, 41.699816, Who thinks ☘ goes to the Saints at 24 in the 1st round 
MRPACE215, Fri Apr 24 03:06:10 +0000 2020, -75.117998, 40.004866, @MissTreanBean real shit 
CindellParker, Fri Apr 24 03:06:10 +0000 2020, -80.926628, 33.631140, @Mason_Family_ Thanks love it’s so many which one so I can download the right one 
blakerr, Fri Apr 24 03:06:10 +0000 2020, -73.948775, 40.655138, Yes. 
JRedshow, Fri Apr 24 03:06:10 +0000 2020, -75.770041, 42.746617, @Schopptalk https://t.co/Cj6vtIkog2 
witchbitchhh, Fri Apr 24 03:06:11 +0000 2020, -118.296051, 34.128569, Realizing imma be old and wrinkly one day 🤮 
aasouzas, Fri Apr 24 03:06:11 +0000 2020, -71.435682, 42.305097, @nicolyg321 Estamos brigados 
zeechaffin, Fri Apr 24 03:06:11 +0000 2020, -84.383675, 43.723120, @jjdpro @26ssn @chris_spielman Watch the tape!! Dion once in a generation player. Jeffrey can ball!! 
408Nate, Fri Apr 24 03:06:11 +0000 2020, -121.955229, 37.280837, @MaxBoot Oh great another useless story about POTUS "raging" in his residence. Give me a break. This junk is useless garbage. @nytpolitics 
Theneil48, Fri Apr 24 03:06:11 +0000 2020, -82.669467, 40.365160, @lburke861 https://t.co/VTjhtc40AJ 
realmattcooke, Fri Apr 24 03:06:11 +0000 2020, -86.270540, 45.001180, @SpotlessMindATL Do whatever you need to do, talk to whomever you need to to help yourself.  Get better asap! 
955_Rapp_S, Fri Apr 24 03:06:11 +0000 2020, -100.076888, 31.168893, @KennethMurray congrats young man! Super proud of you. #Boomer 
Tsu_JiTsu, Fri Apr 24 03:06:11 +0000 2020, -73.831187, 40.670879, Take ya shoes off man 
ElizLefebvre, Fri Apr 24 03:06:11 +0000 2020, -97.754724, 30.323346, @paginaskinner And by no I think you mean “when the ex husband shows up at the fair” 
joestencel, Fri Apr 24 03:06:11 +0000 2020, -83.026989, 42.492846, @DetLions4life @SportsJimShow We got rid of slay for hopefully the same player ... 
chefpaul305, Fri Apr 24 03:06:11 +0000 2020, -80.194770, 25.983910, Does your quarantine food look like this? Crab stuffed Bone-in rib eye up close. #dinnerfortwo #chefworkingBooking… https://t.co/EOzjJkpW4x 
iamladrip, Fri Apr 24 03:06:11 +0000 2020, -90.143510, 29.901559, we gotta draft love, delpit or queen. Don’t fuck this up saints 
TheCoachNP, Fri Apr 24 03:06:11 +0000 2020, -77.604684, 41.117936, @Jeff_McLane 7 games w 3 or fewer catchez...  56th overall prospect taken at 21... keep hearing hes electric but ra… https://t.co/XYRB86qIWm 
Dcollier14, Fri Apr 24 03:06:11 +0000 2020, -82.669467, 40.365160, @KennethMurray Is an amazing dude with a great story and I really see him being huge in the NFL 
StephCutDaCheck, Fri Apr 24 03:06:11 +0000 2020, -80.886950, 35.081520, https://t.co/iIkuUoXj9a 
juliahibner, Fri Apr 24 03:06:11 +0000 2020, -117.767354, 34.125771, as I wear heals in 3 outta the 4 pictures I’m cackling, so 5’7”ish with heal hahA 
BlackCloudClub1, Fri Apr 24 03:06:11 +0000 2020, -85.688107, 38.120774, @chicago_crown @BN_Bears https://t.co/Ce5H3KkB0Z 
Nickin616, Fri Apr 24 03:06:11 +0000 2020, -85.708795, 42.897879, Have a feeling I’m staying up to watch the Packers trade their draft pick.  #NFLDraft 
alexsan_91, Fri Apr 24 03:06:11 +0000 2020, -111.498181, 28.969863, @FabyBustamante3 @uniradionoticia @Stereo_100 @juanczuniga @michelleriveraa @LaGabyMedina @GloriaElvira8… https://t.co/Jirngcy2XS 
HermanosHerrera, Fri Apr 24 03:06:11 +0000 2020, -118.913657, 34.402938, Who 👏🏼 voted 👏🏼 for 👏🏼 this 👏🏼 clown 👏🏼?👏🏼?👏🏼?👏🏼?👏🏼 
NeLDaVid11, Fri Apr 24 03:06:11 +0000 2020, -80.149173, 26.150368, No hay nada más delicioso que en esta mierda de cuarentena ir a comerse una Baconator en Wendy’s! ❤️ https://t.co/yREEc4uUxH 
hummerboy101419, Fri Apr 24 03:06:11 +0000 2020, -76.848068, 39.065006, @rebeldlara21 Deseos de estar en esa amaca en su conpania mi amor 💓 😘😘😘 
CoachEW, Fri Apr 24 03:06:11 +0000 2020, -91.447930, 30.702115, @DesmondHoward I am peeping your Vinyl game. What 80's Album are in the Stack? Rick James, Teena Marie, CAMEO? 
_Meyonic, Fri Apr 24 03:06:11 +0000 2020, -117.434547, 47.667438, Anyone else getting a little more nervous the closer pick 27 comes? 
AAlaidaros, Fri Apr 24 03:06:11 +0000 2020, -122.218075, 47.392311, @PeteCarroll We will be selecting at 27 this draft 
Msdavis2Them, Fri Apr 24 03:06:11 +0000 2020, -95.446486, 29.838495, How to get away with murder didn’t come on tonight 
meyerman2097, Fri Apr 24 03:06:11 +0000 2020, -92.436774, 38.304558, https://t.co/8QrAVNdgUP 
JeffreyRicklin, Fri Apr 24 03:06:12 +0000 2020, -118.918886, 34.188478, @trvisXX Gang ❄️🌵 
cincygreghoodin, Fri Apr 24 03:06:12 +0000 2020, -84.311146, 39.078552, @tony_pike15 Would make sense , with the move they just made they have a total of 13 picks so Bill’s gonna do what Bill’s gonna do 
hustle_n_ink, Fri Apr 24 03:06:12 +0000 2020, -76.593943, 24.074967, @aliahah_ 👀 
ojedangel, Fri Apr 24 03:06:12 +0000 2020, -122.330602, 47.614817, @therealkfrees @PFTCommenter Why are we the way we are? 
PGH_Geo, Fri Apr 24 03:06:12 +0000 2020, -77.324465, 38.896946, @joeybagovdonuts https://t.co/K46cuxtLAT 
DaBay4LF, Fri Apr 24 03:06:12 +0000 2020, -122.295649, 37.838550, @AndyKHLiu Its not jst Niner fans 
Fonziie, Fri Apr 24 03:06:12 +0000 2020, -122.228685, 37.791994, @EdwardMendia Deleting this in 5 mins https://t.co/18nDBEYqFt 
_TommyJettson, Fri Apr 24 03:06:12 +0000 2020, -84.541562, 33.588263, @_TheVeryBest Lol g big mood 
MattMackowiak, Fri Apr 24 03:06:12 +0000 2020, -97.754724, 30.323346, @BeatinTheBookie Giants at #4 is worst reach I can see so far 
CorkyBlake, Fri Apr 24 03:06:12 +0000 2020, -77.604684, 41.117936, Did the Eagles realize TCU isn’t in the Pac-12? 
Kristaylorie28, Fri Apr 24 03:06:12 +0000 2020, -83.601802, 42.245713, 🙌🏾🙌🏾🙌🏾 https://t.co/8ZcG4gYpNb 
ReelFeelsPod, Fri Apr 24 03:06:12 +0000 2020, -119.025163, 35.346902, Can anyone else believe that tomorrow’s Friday?   #QuarantineConfusion #WhatDayIsIt https://t.co/XDixEAnLq5 
MrBlair24, Fri Apr 24 03:06:12 +0000 2020, -84.070709, 39.806550, Jags with 2 great picks in the first, now to address the offensive side of the ball tomorrow 
k1ngVeNoMM, Fri Apr 24 03:06:12 +0000 2020, -118.411907, 34.020789, @eerrriiicaa I'm here 
slimceeVA, Fri Apr 24 03:06:12 +0000 2020, -77.014398, 38.898603, @IvanCarter9 Bust 
urclassless, Fri Apr 24 03:06:12 +0000 2020, -113.577765, 37.085582, @cronair Love or not.... Taysom won’t be a starter ..... 
_vickybueno, Fri Apr 24 03:06:12 +0000 2020, -104.945948, 39.640380, manu finalista bicho.......... vai tomar no cu 
KashiaChavez, Fri Apr 24 03:06:12 +0000 2020, -89.569491, 44.900818, @nikidemar Yass goddess 😍😍🦋🔥🔥🌈🌈 
DavidPh32074764, Fri Apr 24 03:06:12 +0000 2020, -71.183910, 42.244598, @AnGdmedizzle Pats traded pick.  Good night! 
prayp, Fri Apr 24 03:06:12 +0000 2020, -93.194233, 43.147902, Lol I’m so glad I don’t cheer for a team who completely shits the bed during the draft/offseason. 
punyparker, Fri Apr 24 03:06:12 +0000 2020, -78.613697, 35.690305, why am i always on the verge of fucking crying i hate this 🥴🥴🥴 
nxtprodigy, Fri Apr 24 03:06:12 +0000 2020, -89.922029, 35.133521, @kulmakdel I see the vision using him in the slot to compliment Jeffrey &amp; a healthy DeSean Jackson but Justin Jeffe… https://t.co/gtNJJc14E8 
j_verde, Fri Apr 24 03:06:12 +0000 2020, -72.152805, 41.466526, 😂😂😂😂 
Bicgmann, Fri Apr 24 03:06:13 +0000 2020, -83.387744, 42.277414, Happy 50First 50 is easy second one takes work 
JoeLeming, Fri Apr 24 03:06:13 +0000 2020, -86.409610, 35.847420, This still doesn’t feel right. 😕 
bizman86, Fri Apr 24 03:06:13 +0000 2020, -73.723025, 45.557830, @pxhoudini What do you think @BidenInsultBot 
wlyles21, Fri Apr 24 03:06:13 +0000 2020, -91.090800, 30.459100, Congrats on getting drafted!! Best Receiver in the game‼️‼️@JJettas2 https://t.co/c80TNFFC7I 
Misailegalu23, Fri Apr 24 03:06:13 +0000 2020, -94.279122, 39.014860, Dinner ✅ Homework done ✅ Shower ✅ Loku (prayer) ✅Now I’m patiently waiting for Logan to get off I swear this is… https://t.co/ppEKBetLsu 
Boringstein, Fri Apr 24 03:06:13 +0000 2020, -73.948775, 40.655138, @BonerWizard cool beans 
Bamagent251, Fri Apr 24 03:06:13 +0000 2020, -120.987468, 37.663817, That boy like naw lol😂😂😂 
CoachNateClark, Fri Apr 24 03:06:13 +0000 2020, -121.278605, 38.119674, I dont see Queen making it to 30. Ayuik is the realistic pick now 
_NadBang, Fri Apr 24 03:06:13 +0000 2020, -75.703784, 39.443697, Love my friends so bad 
winequickie, Fri Apr 24 03:06:13 +0000 2020, -97.079654, 32.931834, Lost on location in #MyCigarSpace with my Partagas Serie D No.4 https://t.co/dJpEiJWLtf 
donchiarel, Fri Apr 24 03:06:13 +0000 2020, -80.926628, 33.631140, We have room for a #4 WR? https://t.co/TX85gQjTFs 
JonnyMacGolf, Fri Apr 24 03:06:13 +0000 2020, -77.416857, 38.985124, @_OverCees hope my @Chiefs get ya! 
my_ears_hurt___, Fri Apr 24 03:06:13 +0000 2020, -76.615181, 39.396352, @djoats02 Purple purple purple purple 
Marcel_LJ, Fri Apr 24 03:06:13 +0000 2020, -78.853563, 42.896230, @Mr_Brooks1914 @joshkleinrules did you? 
coachbryanbegay, Fri Apr 24 03:06:13 +0000 2020, -110.254578, 36.720522, @teecjay_12 You get hired? 
kendra_Nicole__, Fri Apr 24 03:06:13 +0000 2020, -87.736709, 41.670985, Naw fr 
dubyaheff3, Fri Apr 24 03:06:13 +0000 2020, -80.704173, 32.445972, @katiebravesfan Hey stay true to your own beliefs. Always cover your ass first because everyone else is covering their own 
EvansEric10, Fri Apr 24 03:06:13 +0000 2020, -82.758371, 28.216251, @BenjaminSolak Benjamin. I hate it. 
Styve1, Fri Apr 24 03:06:13 +0000 2020, -122.630908, 45.536402, @SrEconomist @gtconway3d Nay dat...a Valley Girl!! 
MichaelAzmy, Fri Apr 24 03:06:13 +0000 2020, -122.367378, 37.586112, @itsangiewhyyy 23A 
Marky_Markuy, Fri Apr 24 03:06:13 +0000 2020, -117.673254, 33.987333, This is why context and background info is important before jumping to conclusions 😗 
BluuDarron, Fri Apr 24 03:06:13 +0000 2020, -100.076888, 31.168893, @Takoda021 https://t.co/RH06jdksBW 
emilyynabors, Fri Apr 24 03:06:13 +0000 2020, -82.669467, 40.365160, how does jojo siwa have a d1 football boyfriend &amp; i don’t 
michele_morey, Fri Apr 24 03:06:13 +0000 2020, -74.038245, 40.260374, @mspaigebrandao @KKoar This was so sweet to say about your BFF on her birthday! 🎂❤️ 
JacobsLadder28, Fri Apr 24 03:06:13 +0000 2020, -83.173867, 32.678207, @allforgod_55 @Giants @NFL @NFLDraft @RocNationSports Welcome to the New York Football GA @allforgod_55 
brethawriter, Fri Apr 24 03:06:14 +0000 2020, -83.173867, 32.678207, Sooo... we gone get this extra $2000 a month orrrr 
Jac5Connor, Fri Apr 24 03:06:14 +0000 2020, -118.156711, 33.809172, It's dark but this is definitely one potential endgame that we need to be preparing for. Our species could pull o… https://t.co/Qt7HKH6b3C 
Sanchiwis, Fri Apr 24 03:06:14 +0000 2020, -101.220857, 26.878203, @____ckrg Meow 
MitchDarrell_, Fri Apr 24 03:06:14 +0000 2020, -79.861034, 35.170499, @Iam_NateDogg they still aren’t making it lol 
box_roderick, Fri Apr 24 03:06:14 +0000 2020, -82.532321, 28.103375, @ferxxo4 Ateo brutal 🔥😎✍🏼 
micaltaz, Fri Apr 24 03:06:14 +0000 2020, -110.333651, 31.526398, @brookegiles Well like they said y’all got a cheaper version at WR for Diggs.... 
CaderTot_, Fri Apr 24 03:06:14 +0000 2020, -74.992990, 39.949884, Honestly If Reagor catches the ball he’s our best receiver 
sungurl23, Fri Apr 24 03:06:14 +0000 2020, -86.791549, 36.200008, @ShivaHypatia I know right it’s totally messing with my mind right now. I can’t believe somebody would say that out… https://t.co/SOGEU5jm20 
Jocymartinez4, Fri Apr 24 03:06:14 +0000 2020, -115.133373, 36.249124, @knightsglow @jacarlvs Such a cute puppy! And I have a giant too !  Plus my dad has 2 lol https://t.co/oWOZvyMJlD 
Eezy_Baby, Fri Apr 24 03:06:14 +0000 2020, -118.411907, 34.020789, Always hungry 
_angiewood, Fri Apr 24 03:06:14 +0000 2020, -100.293591, 25.641718, @nicole_sofia_ Te amo bb 
CJLESTER8, Fri Apr 24 03:06:14 +0000 2020, -119.399181, 36.551288, @JaredBueno76 @papamikesosa Speed is speed, but like I said I have to see it 
ItaliaGarcia18, Fri Apr 24 03:06:14 +0000 2020, -118.076746, 33.907251, @allyct1200 https://t.co/jUH0JYEhPw 
morganadavies5, Fri Apr 24 03:06:14 +0000 2020, -110.044783, 46.679800, @macdadylonglegs @acourttt Come here we’re semi open... nail and hair are 
ZleAllen, Fri Apr 24 03:06:14 +0000 2020, -86.142922, 39.779562, Tiger has had a lot of rest, and all those guys aren’t pussies! 
mmynks, Fri Apr 24 03:06:14 +0000 2020, -121.955229, 37.280837, สงสารเพื่อน ตอนมันมานอนด้วย แล้วมันละเมอมาสะกิด นี่ตกใจตื่นเกือบตบมันคว่ำ โทษทีจ้าไม่ได้ตั้งใจ มือไปเอง 55555555555… https://t.co/O02IOdLUWg 
DTrigger0D, Fri Apr 24 03:06:14 +0000 2020, -122.228685, 37.791994, How Does Xbox Series X Load Times Compare To PS5? - IGN Daily Fix https://t.co/agPWMLzBwS via @YouTube 
PedroAQC, Fri Apr 24 03:06:14 +0000 2020, -100.168717, 25.778679, Haciendo nostalgia por el aniversario de Brotes, me acuerdo que ese día fui a junta de Brotes y me cantaron las mañ… https://t.co/rWmobggnDM 
Coach_DeShields, Fri Apr 24 03:06:14 +0000 2020, -74.896355, 39.958270, @kminnicksports Same ones that were ok with leaving Metcalf on the board last year... 
ErinSzymczyk, Fri Apr 24 03:06:14 +0000 2020, -84.428925, 42.226542, ℳ𝓎 ℊ𝒾𝓇𝓁🤟🏽💛 https://t.co/9Bh7kuSHoi 
_Sydbaby, Fri Apr 24 03:06:14 +0000 2020, -120.583402, 44.145437, So i heard it was therapeutic to write down everything you’re holding onto that’s negative on a plate, and break it… https://t.co/Fyg8LqbsM2 
Jamisonkylepaul, Fri Apr 24 03:06:15 +0000 2020, -81.491811, 28.457143, Osu is the official #dbu and it ain’t even close 
SelmaRossi3, Fri Apr 24 03:06:15 +0000 2020, -80.294893, 26.156619, Cai fora Maia. #CaiForaMaia 
canelablood, Fri Apr 24 03:06:15 +0000 2020, -87.732013, 41.833585, Same Jake, same https://t.co/7hTp6fACc9 
rlinares818, Fri Apr 24 03:06:15 +0000 2020, -118.411907, 34.020789, @ZBankEnt Volunteers 
oso1mex, Fri Apr 24 03:06:15 +0000 2020, -118.411907, 34.020789, Cvntasoreaus👀 
agentes305, Fri Apr 24 03:06:15 +0000 2020, -80.368565, 25.746940, #agentes305conCarlosMorales 
BabySpiice__, Fri Apr 24 03:06:15 +0000 2020, -118.411907, 34.020789, I know Danielle secretly has Uno trophies hidden in her house!!! 🏆🏆 
JasonCMarvin, Fri Apr 24 03:06:15 +0000 2020, -76.508862, 42.449489, Actually me whenever people start talking about sports 🥺😶 
Unludded, Fri Apr 24 03:06:15 +0000 2020, -77.493170, 37.529883, @JackFritzWIP Could get Reagor round 2 
